day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;97400;RAINFOREST_RESIN;9995;27;;;;;10005;-27;;;;;10000.0;1997.0
-1;97400;KELP;2018;27;;;;;2022;-27;;;;;2020.0;1997.0
-1;97500;RAINFOREST_RESIN;9996;2;9995;22;;;10004;-2;10005;-22;;;10000.0;2022.0
-1;97500;KELP;2019;5;2018;22;;;2022;-24;;;;;2020.5;2022.0
-1;97600;RAINFOREST_RESIN;9996;1;9995;30;;;10002;-7;10004;-1;10005;-30;9999.0;1986.0
-1;97600;KELP;2019;31;;;;;2021;-7;2022;-1;2023;-30;2020.0;1986.0
-1;97700;RAINFOREST_RESIN;9995;22;;;;;10005;-22;;;;;10000.0;1949.0
-1;97700;KELP;2018;22;;;;;2020;-2;2022;-22;;;2019.0;1949.0
-1;97800;RAINFOREST_RESIN;9995;27;;;;;10002;-6;10005;-27;;;9998.5;1932.5
-1;97800;KELP;2018;27;;;;;2020;-1;2022;-27;;;2019.0;1932.5
-1;97900;RAINFOREST_RESIN;9996;1;9995;25;;;10004;-1;10005;-25;;;10000.0;1974.0
-1;97900;KELP;2018;25;;;;;2021;-1;2022;-25;;;2019.5;1974.0
-1;98000;RAINFOREST_RESIN;9996;1;9995;23;;;10004;-1;10005;-23;;;10000.0;1949.0
-1;98000;KELP;2017;24;;;;;2021;-24;;;;;2019.0;1949.0
-1;98100;RAINFOREST_RESIN;9996;1;9995;28;;;9998;-2;10002;-2;10004;-1;9997.0;1940.0
-1;98100;KELP;2018;29;;;;;2021;-29;;;;;2019.5;1940.0
-1;98200;RAINFOREST_RESIN;9996;1;9995;25;;;10004;-1;10005;-25;;;10000.0;1976.0
-1;98200;KELP;2018;26;;;;;2021;-26;;;;;2019.5;1976.0
-1;98300;RAINFOREST_RESIN;9996;2;9995;27;;;10004;-2;10005;-27;;;10000.0;2025.0
-1;98300;KELP;2020;0;2018;31;;;2021;-29;;;;;2020.5;2025.0
-1;98400;RAINFOREST_RESIN;9995;30;;;;;10005;-30;;;;;10000.0;1960.0
-1;98400;KELP;2018;30;;;;;2020;-7;2021;-30;;;2019.0;1960.0
-1;98500;RAINFOREST_RESIN;9996;2;9995;29;;;10004;-2;10005;-29;;;10000.0;1980.5
-1;98500;KELP;2018;31;;;;;2021;-31;;;;;2019.5;1980.5
-1;98600;RAINFOREST_RESIN;9996;1;9995;27;;;10004;-1;10005;-27;;;10000.0;2001.0
-1;98600;KELP;2018;28;;;;;2022;-28;;;;;2020.0;2001.0
-1;98700;RAINFOREST_RESIN;9996;2;9995;27;;;10004;-2;10005;-27;;;10000.0;2021.5
-1;98700;KELP;2019;29;;;;;2022;-29;;;;;2020.5;2021.5
-1;98800;RAINFOREST_RESIN;10002;0;9996;1;9995;23;10004;-1;10005;-23;;;10003.0;2055.5
-1;98800;KELP;2020;0;2018;24;;;2021;-24;;;;;2020.5;2055.5
-1;98900;RAINFOREST_RESIN;9998;10;9995;26;;;10005;-26;;;;;10001.5;2000.0
-1;98900;KELP;2018;26;;;;;2021;-26;;;;;2019.5;2000.0
-1;99000;RAINFOREST_RESIN;9996;1;9995;25;;;10004;-1;10005;-25;;;10000.0;1964.0
-1;99000;KELP;2018;25;;;;;2020;-4;2021;-26;;;2019.0;1964.0
-1;99100;RAINFOREST_RESIN;9995;25;;;;;10005;-25;;;;;10000.0;1984.0
-1;99100;KELP;2018;31;;;;;2021;-25;;;;;2019.5;1984.0
-1;99200;RAINFOREST_RESIN;9996;1;9995;21;;;10004;-1;10005;-21;;;10000.0;1984.0
-1;99200;KELP;2018;27;;;;;2021;-22;;;;;2019.5;1984.0
-1;99300;RAINFOREST_RESIN;9996;2;9995;25;;;10004;-2;10005;-25;;;10000.0;2023.5
-1;99300;KELP;2020;0;2018;27;;;2021;-27;;;;;2020.5;2023.5
-1;99400;RAINFOREST_RESIN;9995;26;;;;;10005;-26;;;;;10000.0;2014.0
-1;99400;KELP;2018;26;;;;;2022;-26;;;;;2020.0;2014.0
-1;99500;RAINFOREST_RESIN;9995;24;;;;;10005;-24;;;;;10000.0;2014.0
-1;99500;KELP;2018;24;;;;;2022;-24;;;;;2020.0;2014.0
-1;99600;RAINFOREST_RESIN;10002;0;9995;28;;;10005;-28;;;;;10003.5;2062.5
-1;99600;KELP;2019;4;2018;28;;;2022;-28;;;;;2020.5;2062.5
-1;99700;RAINFOREST_RESIN;9996;2;9995;28;;;10004;-2;10005;-28;;;10000.0;2016.0
-1;99700;KELP;2018;30;;;;;2022;-30;;;;;2020.0;2016.0
-1;99800;RAINFOREST_RESIN;9996;1;9995;27;;;10004;-1;10005;-27;;;10000.0;2016.0
-1;99800;KELP;2018;28;;;;;2022;-28;;;;;2020.0;2016.0
-1;99900;RAINFOREST_RESIN;10002;0;9995;29;;;10005;-29;;;;;10003.5;2024.5
-1;99900;KELP;2018;28;;;;;2021;-29;;;;;2019.5;2024.5
-1;100000;RAINFOREST_RESIN;9996;1;9995;23;;;10004;-1;10005;-23;;;10000.0;1986.0
-1;100000;KELP;2018;24;;;;;2020;-5;2021;-24;;;2019.0;1986.0
-1;100100;RAINFOREST_RESIN;10002;0;9995;29;;;10005;-29;;;;;10003.5;2024.0
-1;100100;KELP;2018;29;;;;;2021;-29;;;;;2019.5;2024.0
-1;100200;RAINFOREST_RESIN;9998;5;9996;1;9995;22;10004;-1;10005;-22;;;10001.0;1993.0
-1;100200;KELP;2018;23;;;;;2020;-1;2021;-23;;;2019.0;1993.0
-1;100300;RAINFOREST_RESIN;9998;4;9996;1;9995;30;10004;-1;10005;-30;;;10001.0;2011.5
-1;100300;KELP;2018;31;;;;;2021;-31;;;;;2019.5;2011.5
-1;100400;RAINFOREST_RESIN;9996;1;9995;29;;;10004;-1;10005;-29;;;10000.0;2006.5
-1;100400;KELP;2018;30;;;;;2021;-30;;;;;2019.5;2006.5
-1;100500;RAINFOREST_RESIN;9995;22;;;;;10005;-22;;;;;10000.0;2038.5
-1;100500;KELP;2018;22;;;;;2021;-22;;;;;2019.5;2038.5
-1;100600;RAINFOREST_RESIN;9996;1;9995;28;;;10004;-1;10005;-28;;;10000.0;2020.0
-1;100600;KELP;2018;29;;;;;2020;-1;2021;-29;;;2019.0;2020.0
-1;100700;RAINFOREST_RESIN;10002;0;9996;1;9995;30;10004;-1;10005;-30;;;10003.0;2076.5
-1;100700;KELP;2018;31;;;;;2021;-31;;;;;2019.5;2076.5
-1;100800;RAINFOREST_RESIN;9995;28;;;;;10005;-28;;;;;10000.0;2040.5
-1;100800;KELP;2018;35;;;;;2021;-28;;;;;2019.5;2040.5
-1;100900;RAINFOREST_RESIN;9998;10;9995;27;;;10005;-27;;;;;10001.5;2062.5
-1;100900;KELP;2018;19;;;;;2021;-27;;;;;2019.5;2062.5
-1;101000;RAINFOREST_RESIN;9998;6;9995;30;;;10005;-30;;;;;10001.5;2062.5
-1;101000;KELP;2018;31;;;;;2021;-30;;;;;2019.5;2062.5
-1;101100;RAINFOREST_RESIN;9998;4;9996;1;9995;21;10004;-1;10005;-21;;;10001.0;2101.5
-1;101100;KELP;2019;5;2018;21;;;2022;-22;;;;;2020.5;2101.5
-1;101200;RAINFOREST_RESIN;9995;26;;;;;10005;-26;;;;;10000.0;2107.5
-1;101200;KELP;2019;25;;;;;2022;-26;;;;;2020.5;2107.5
-1;101300;RAINFOREST_RESIN;9996;1;9995;26;;;9998;-4;10004;-1;10005;-26;9997.0;2075.5
-1;101300;KELP;2019;27;;;;;2022;-27;;;;;2020.5;2075.5
-1;101400;RAINFOREST_RESIN;9995;22;;;;;10005;-22;;;;;10000.0;2097.0
-1;101400;KELP;2019;22;;;;;2021;-5;2022;-22;;;2020.0;2097.0
-1;101500;RAINFOREST_RESIN;10000;0;9996;2;9995;20;10004;-2;10005;-20;;;10002.0;2143.0
-1;101500;KELP;2020;0;2018;22;;;2022;-22;;;;;2021.0;2143.0
-1;101600;RAINFOREST_RESIN;9995;27;;;;;10005;-27;;;;;10000.0;2120.0
-1;101600;KELP;2019;21;;;;;2022;-27;;;;;2020.5;2120.0
-1;101700;RAINFOREST_RESIN;9998;1;9995;27;;;10005;-27;;;;;10001.5;2115.5
-1;101700;KELP;2018;27;;;;;2022;-27;;;;;2020.0;2115.5
-1;101800;RAINFOREST_RESIN;9996;2;9995;24;;;10004;-2;10005;-24;;;10000.0;2090.0
-1;101800;KELP;2018;26;;;;;2021;-2;2022;-24;;;2019.5;2090.0
-1;101900;RAINFOREST_RESIN;9996;2;9995;21;;;10004;-2;10005;-21;;;10000.0;2075.0
-1;101900;KELP;2018;23;;;;;2020;-6;2022;-23;;;2019.0;2075.0
-1;102000;RAINFOREST_RESIN;10002;0;9996;1;9995;29;10004;-1;10005;-29;;;10003.0;2125.0
-1;102000;KELP;2018;30;;;;;2022;-30;;;;;2020.0;2125.0
-1;102100;RAINFOREST_RESIN;9998;3;9996;2;9995;22;10004;-2;10005;-22;;;10001.0;2128.0
-1;102100;KELP;2019;24;;;;;2022;-24;;;;;2020.5;2128.0
-1;102200;RAINFOREST_RESIN;9995;30;;;;;10005;-30;;;;;10000.0;2110.0
-1;102200;KELP;2019;30;;;;;2021;-7;2022;-30;;;2020.0;2110.0
-1;102300;RAINFOREST_RESIN;9996;1;9995;24;;;10004;-1;10005;-24;;;10000.0;2133.0
-1;102300;KELP;2020;0;2019;1;2018;24;2022;-25;;;;;2021.0;2133.0
-1;102400;RAINFOREST_RESIN;9995;23;;;;;10005;-23;;;;;10000.0;2121.5
-1;102400;KELP;2019;23;;;;;2022;-23;;;;;2020.5;2121.5
-1;102500;RAINFOREST_RESIN;9996;2;9995;27;;;10002;-9;10004;-2;10005;-27;9999.0;2115.5
-1;102500;KELP;2019;29;;;;;2022;-29;;;;;2020.5;2115.5
-1;102600;RAINFOREST_RESIN;9998;9;9996;2;9995;23;10004;-2;10005;-23;;;10001.0;2105.5
-1;102600;KELP;2018;25;;;;;2021;-25;;;;;2019.5;2105.5
-1;102700;RAINFOREST_RESIN;9995;21;;;;;10005;-21;;;;;10000.0;2136.0
-1;102700;KELP;2018;21;;;;;2022;-21;;;;;2020.0;2136.0
-1;102800;RAINFOREST_RESIN;9996;2;9995;26;;;10004;-2;10005;-26;;;10000.0;2136.0
-1;102800;KELP;2018;28;;;;;2022;-28;;;;;2020.0;2136.0
-1;102900;RAINFOREST_RESIN;9996;1;9995;27;;;10004;-1;10005;-27;;;10000.0;2146.5
-1;102900;KELP;2020;0;2019;4;2018;28;2021;-1;2022;-27;;;2020.5;2146.5
-1;103000;RAINFOREST_RESIN;9996;1;9995;30;;;10004;-1;10005;-30;;;10000.0;2111.0
-1;103000;KELP;2018;31;;;;;2020;-8;2021;-1;2022;-30;2019.0;2111.0
-1;103100;RAINFOREST_RESIN;9996;1;9995;26;;;10004;-1;10005;-26;;;10000.0;2160.0
-1;103100;KELP;2020;0;2018;27;;;2022;-27;;;;;2021.0;2160.0
-1;103200;RAINFOREST_RESIN;9998;5;9995;27;;;10005;-27;;;;;10001.5;2148.0
-1;103200;KELP;2019;6;2018;27;;;2022;-27;;;;;2020.5;2148.0
-1;103300;RAINFOREST_RESIN;9996;1;9995;25;;;10004;-1;10005;-25;;;10000.0;2148.0
-1;103300;KELP;2019;34;;;;;2022;-26;;;;;2020.5;2148.0
-1;103400;RAINFOREST_RESIN;9998;9;9996;2;9995;30;10000;-8;10004;-2;10005;-30;9999.0;2088.0
-1;103400;KELP;2018;32;;;;;2019;-8;2020;-8;2022;-32;2018.5;2088.0
-1;103500;RAINFOREST_RESIN;9996;1;9995;27;;;10004;-1;10005;-27;;;10000.0;2126.0
-1;103500;KELP;2019;8;2018;28;;;2020;-9;2022;-28;;;2019.5;2126.0
-1;103600;RAINFOREST_RESIN;9996;2;9995;25;;;10004;-2;10005;-25;;;10000.0;2143.0
-1;103600;KELP;2018;27;;;;;2022;-27;;;;;2020.0;2143.0
-1;103700;RAINFOREST_RESIN;9996;1;9995;24;;;10004;-1;10005;-24;;;10000.0;2160.0
-1;103700;KELP;2019;1;2018;24;;;2022;-25;;;;;2020.5;2160.0
-1;103800;RAINFOREST_RESIN;9998;5;9995;26;;;10005;-26;;;;;10001.5;2115.0
-1;103800;KELP;2018;26;;;;;2020;-7;2022;-26;;;2019.0;2115.0
-1;103900;RAINFOREST_RESIN;9996;2;9995;22;;;10002;-7;10004;-2;10005;-22;9999.0;2156.0
-1;103900;KELP;2019;2;2018;22;;;2022;-24;;;;;2020.5;2156.0
-1;104000;RAINFOREST_RESIN;9995;27;;;;;10005;-27;;;;;10000.0;2176.0
-1;104000;KELP;2020;0;2018;27;;;2022;-27;;;;;2021.0;2176.0
-1;104100;RAINFOREST_RESIN;9996;1;9995;27;;;10004;-1;10005;-27;;;10000.0;2159.5
-1;104100;KELP;2019;28;;;;;2022;-28;;;;;2020.5;2159.5
-1;104200;RAINFOREST_RESIN;9996;1;9995;23;;;10004;-1;10005;-23;;;10000.0;2143.0
-1;104200;KELP;2019;23;;;;;2021;-7;2022;-24;;;2020.0;2143.0
-1;104300;RAINFOREST_RESIN;9995;22;;;;;10005;-22;;;;;10000.0;2161.0
-1;104300;KELP;2019;21;;;;;2022;-22;;;;;2020.5;2161.0
-1;104400;RAINFOREST_RESIN;9996;1;9995;28;;;10004;-1;10005;-28;;;10000.0;2161.0
-1;104400;KELP;2019;29;;;;;2022;-29;;;;;2020.5;2161.0
-1;104500;RAINFOREST_RESIN;9996;1;9995;25;;;10004;-1;10005;-25;;;10000.0;2161.0
-1;104500;KELP;2019;26;;;;;2022;-26;;;;;2020.5;2161.0
-1;104600;RAINFOREST_RESIN;9996;2;9995;25;;;10002;-4;10004;-2;10005;-25;9999.0;2157.0
-1;104600;KELP;2019;28;;;;;2022;-27;;;;;2020.5;2157.0
-1;104700;RAINFOREST_RESIN;10002;0;9996;1;9995;30;10004;-1;10005;-30;;;10003.0;2172.0
-1;104700;KELP;2019;32;;;;;2022;-31;;;;;2020.5;2172.0
-1;104800;RAINFOREST_RESIN;9996;2;9995;26;;;10004;-2;10005;-26;;;10000.0;2163.0
-1;104800;KELP;2019;34;;;;;2022;-28;;;;;2020.5;2163.0
-1;104900;RAINFOREST_RESIN;9996;2;9995;24;;;10004;-2;10005;-24;;;10000.0;2151.0
-1;104900;KELP;2019;26;;;;;2021;-4;2022;-26;;;2020.0;2151.0
-1;105000;RAINFOREST_RESIN;9995;21;;;;;10002;-2;10005;-21;;;9998.5;2148.0
-1;105000;KELP;2018;21;;;;;2022;-21;;;;;2020.0;2148.0
-1;105100;RAINFOREST_RESIN;9996;2;9995;30;;;10004;-2;10005;-30;;;10000.0;2167.5
-1;105100;KELP;2019;8;2018;32;;;2022;-32;;;;;2020.5;2167.5
-1;105200;RAINFOREST_RESIN;9998;5;9996;1;9995;25;10004;-1;10005;-25;;;10001.0;2181.0
-1;105200;KELP;2020;0;2018;26;;;2022;-26;;;;;2021.0;2181.0
-1;105300;RAINFOREST_RESIN;9996;2;9995;25;;;10002;-9;10004;-2;10005;-25;9999.0;2163.0
-1;105300;KELP;2020;0;2018;27;;;2021;-27;;;;;2020.5;2163.0
-1;105400;RAINFOREST_RESIN;10002;0;9995;24;;;10005;-24;;;;;10003.5;2144.5
-1;105400;KELP;2018;30;;;;;2021;-24;;;;;2019.5;2144.5
-1;105500;RAINFOREST_RESIN;9998;1;9995;28;;;10005;-28;;;;;10001.5;2129.5
-1;105500;KELP;2018;28;;;;;2020;-2;2021;-28;;;2019.0;2129.5
-1;105600;RAINFOREST_RESIN;9998;8;9995;30;;;10005;-30;;;;;10001.5;2168.0
-1;105600;KELP;2020;0;2018;30;;;2021;-30;;;;;2020.5;2168.0
-1;105700;RAINFOREST_RESIN;9998;8;9996;1;9995;28;10004;-1;10005;-28;;;10001.0;2166.5
-1;105700;KELP;2020;0;2018;1;2017;28;2021;-29;;;;;2020.5;2166.5
-1;105800;RAINFOREST_RESIN;10002;0;9996;2;9995;26;10004;-2;10005;-26;;;10003.0;2162.0
-1;105800;KELP;2020;0;2018;28;;;2021;-28;;;;;2020.5;2162.0
-1;105900;RAINFOREST_RESIN;9996;1;9995;23;;;10004;-1;10005;-23;;;10000.0;2152.0
-1;105900;KELP;2018;24;;;;;2021;-24;;;;;2019.5;2152.0
-1;106000;RAINFOREST_RESIN;9995;22;;;;;10005;-22;;;;;10000.0;2154.0
-1;106000;KELP;2018;18;;;;;2021;-22;;;;;2019.5;2154.0
-1;106100;RAINFOREST_RESIN;9996;2;9995;22;;;10004;-2;10005;-22;;;10000.0;2165.0
-1;106100;KELP;2018;24;;;;;2020;-14;2021;-24;;;2019.0;2165.0
-1;106200;RAINFOREST_RESIN;9996;2;9995;21;;;10004;-2;10005;-21;;;10000.0;2178.5
-1;106200;KELP;2018;23;;;;;2021;-23;;;;;2019.5;2178.5
-1;106300;RAINFOREST_RESIN;9996;2;9995;26;;;9998;-8;10000;-4;10004;-2;9997.0;2120.0
-1;106300;KELP;2018;32;;;;;2019;-16;2021;-28;;;2018.5;2120.0
-1;106400;RAINFOREST_RESIN;9998;10;9996;1;9995;22;10000;-12;10004;-1;10005;-22;9999.0;2135.0
-1;106400;KELP;2018;23;;;;;2019;-8;2020;-8;2022;-23;2018.5;2135.0
-1;106500;RAINFOREST_RESIN;9995;20;;;;;10005;-20;;;;;10000.0;2177.0
-1;106500;KELP;2018;20;;;;;2020;-4;2022;-20;;;2019.0;2177.0
-1;106600;RAINFOREST_RESIN;9995;30;;;;;9998;-8;10005;-30;;;9996.5;2111.5
-1;106600;KELP;2018;30;;;;;2020;-6;2022;-30;;;2019.0;2111.5
-1;106700;RAINFOREST_RESIN;9996;2;9995;28;;;9998;-2;10004;-2;10005;-28;9997.0;2171.0
-1;106700;KELP;2018;30;;;;;2022;-30;;;;;2020.0;2171.0
-1;106800;RAINFOREST_RESIN;10002;0;9998;9;9996;1;10004;-1;10005;-30;;;10003.0;2327.0
-1;106800;KELP;2019;3;2018;30;;;2022;-31;;;;;2020.5;2327.0
-1;106900;RAINFOREST_RESIN;9995;29;;;;;10005;-29;;;;;10000.0;2239.0
-1;106900;KELP;2018;29;;;;;2022;-29;;;;;2020.0;2239.0
-1;107000;RAINFOREST_RESIN;9996;1;9995;25;;;10004;-1;10005;-25;;;10000.0;2164.0
-1;107000;KELP;2018;26;;;;;2019;-2;2022;-26;;;2018.5;2164.0
-1;107100;RAINFOREST_RESIN;9995;22;;;;;9998;-2;10005;-22;;;9996.5;2164.0
-1;107100;KELP;2018;22;;;;;2022;-22;;;;;2020.0;2164.0
-1;107200;RAINFOREST_RESIN;9998;1;9996;1;9995;24;10004;-1;10005;-24;;;10001.0;2213.0
-1;107200;KELP;2018;25;;;;;2020;-2;2022;-25;;;2019.0;2213.0
-1;107300;RAINFOREST_RESIN;9996;2;9995;23;;;10004;-2;10005;-23;;;10000.0;2216.0
-1;107300;KELP;2018;25;;;;;2021;-25;;;;;2019.5;2216.0
-1;107400;RAINFOREST_RESIN;9995;25;;;;;10005;-25;;;;;10000.0;2270.0
-1;107400;KELP;2019;6;2018;25;;;2022;-25;;;;;2020.5;2270.0
-1;107500;RAINFOREST_RESIN;9995;25;;;;;10002;-5;10005;-25;;;9998.5;2210.5
-1;107500;KELP;2018;25;;;;;2022;-25;;;;;2020.0;2210.5
-1;107600;RAINFOREST_RESIN;9998;3;9996;1;9995;30;10004;-1;10005;-30;;;10001.0;2219.0
-1;107600;KELP;2018;31;;;;;2020;-4;2021;-31;;;2019.0;2219.0
-1;107700;RAINFOREST_RESIN;9996;2;9995;22;;;10004;-2;10005;-22;;;10000.0;2220.5
-1;107700;KELP;2018;24;;;;;2021;-24;;;;;2019.5;2220.5
-1;107800;RAINFOREST_RESIN;9996;2;9995;20;;;10002;-8;10004;-2;10005;-20;9999.0;2197.5
-1;107800;KELP;2018;22;;;;;2021;-22;;;;;2019.5;2197.5
-1;107900;RAINFOREST_RESIN;9996;1;9995;28;;;10002;-4;10004;-1;10005;-28;9999.0;2197.5
-1;107900;KELP;2018;1;2017;28;;;2021;-29;;;;;2019.5;2197.5
-1;108000;RAINFOREST_RESIN;9996;1;9995;26;;;9998;-22;10004;-1;10005;-26;9997.0;2140.5
-1;108000;KELP;2018;1;2017;26;;;2021;-27;;;;;2019.5;2140.5
-1;108100;RAINFOREST_RESIN;9995;25;;;;;9998;-2;10005;-25;;;9996.5;2122.0
-1;108100;KELP;2018;25;;;;;2021;-25;;;;;2019.5;2122.0
-1;108200;RAINFOREST_RESIN;9996;2;9995;29;;;10004;-2;10005;-29;;;10000.0;2171.0
-1;108200;KELP;2017;31;;;;;2019;-1;2021;-31;;;2018.0;2171.0
-1;108300;RAINFOREST_RESIN;9995;21;;;;;10005;-21;;;;;10000.0;2220.0
-1;108300;KELP;2017;21;;;;;2021;-21;;;;;2019.0;2220.0
-1;108400;RAINFOREST_RESIN;9996;1;9995;25;;;10002;-8;10004;-1;10005;-25;9999.0;2209.0
-1;108400;KELP;2019;0;2017;26;;;2020;-26;;;;;2019.5;2209.0
-1;108500;RAINFOREST_RESIN;9996;2;9995;23;;;10004;-2;10005;-23;;;10000.0;2197.5
-1;108500;KELP;2017;24;;;;;2020;-25;;;;;2018.5;2197.5
-1;108600;RAINFOREST_RESIN;9996;1;9995;26;;;9998;-8;10004;-1;10005;-26;9997.0;2088.5
-1;108600;KELP;2017;27;;;;;2020;-27;;;;;2018.5;2088.5
-1;108700;RAINFOREST_RESIN;9995;23;;;;;10005;-23;;;;;10000.0;2205.5
-1;108700;KELP;2017;23;;;;;2020;-23;;;;;2018.5;2205.5
-1;108800;RAINFOREST_RESIN;9995;20;;;;;10005;-20;;;;;10000.0;2205.5
-1;108800;KELP;2017;20;;;;;2020;-20;;;;;2018.5;2205.5
-1;108900;RAINFOREST_RESIN;9996;1;9995;30;;;10004;-1;10005;-30;;;10000.0;2230.0
-1;108900;KELP;2017;31;;;;;2021;-31;;;;;2019.0;2230.0
-1;109000;RAINFOREST_RESIN;9995;20;;;;;10002;-2;10005;-20;;;9998.5;2196.0
-1;109000;KELP;2018;4;2017;20;;;2021;-20;;;;;2019.5;2196.0
-1;109100;RAINFOREST_RESIN;9996;1;9995;27;;;10004;-1;10005;-27;;;10000.0;2181.0
-1;109100;KELP;2017;27;;;;;2019;-5;2021;-28;;;2018.0;2181.0
-1;109200;RAINFOREST_RESIN;9998;2;9996;2;9995;25;10004;-2;10005;-25;;;10001.0;2270.0
-1;109200;KELP;2017;27;;;;;2021;-27;;;;;2019.0;2270.0
-1;109300;RAINFOREST_RESIN;9995;21;;;;;10005;-21;;;;;10000.0;2211.5
-1;109300;KELP;2017;22;;;;;2020;-21;;;;;2018.5;2211.5
-1;109400;RAINFOREST_RESIN;9995;21;;;;;10005;-21;;;;;10000.0;2231.0
-1;109400;KELP;2017;21;;;;;2021;-21;;;;;2019.0;2231.0
-1;109500;RAINFOREST_RESIN;9996;2;9995;28;;;10004;-2;10005;-28;;;10000.0;2250.5
-1;109500;KELP;2018;33;;;;;2021;-30;;;;;2019.5;2250.5
-1;109600;RAINFOREST_RESIN;9996;2;9995;27;;;9998;-2;10004;-2;10005;-27;9997.0;2132.5
-1;109600;KELP;2018;29;;;;;2021;-29;;;;;2019.5;2132.5
-1;109700;RAINFOREST_RESIN;9996;1;9995;26;;;10004;-1;10005;-26;;;10000.0;2253.0
-1;109700;KELP;2018;26;;;;;2021;-27;;;;;2019.5;2253.0
-1;109800;RAINFOREST_RESIN;10002;0;9996;2;9995;22;10004;-2;10005;-22;;;10003.0;2372.0
-1;109800;KELP;2018;24;;;;;2021;-24;;;;;2019.5;2372.0
-1;109900;RAINFOREST_RESIN;10002;0;9995;27;;;10005;-27;;;;;10003.5;2390.0
-1;109900;KELP;2018;27;;;;;2021;-27;;;;;2019.5;2390.0
-1;110000;RAINFOREST_RESIN;9996;1;9995;21;;;10004;-1;10005;-21;;;10000.0;2261.0
-1;110000;KELP;2018;22;;;;;2021;-22;;;;;2019.5;2261.0
-1;110100;RAINFOREST_RESIN;9996;1;9995;23;;;10004;-1;10005;-23;;;10000.0;2261.5
-1;110100;KELP;2018;23;;;;;2021;-24;;;;;2019.5;2261.5
-1;110200;RAINFOREST_RESIN;9995;20;;;;;10005;-20;;;;;10000.0;2241.0
-1;110200;KELP;2018;20;;;;;2020;-3;2021;-20;;;2019.0;2241.0
-1;110300;RAINFOREST_RESIN;9996;2;9995;20;;;10004;-2;10005;-20;;;10000.0;2261.5
-1;110300;KELP;2018;22;;;;;2021;-22;;;;;2019.5;2261.5
-1;110400;RAINFOREST_RESIN;9995;30;;;;;10005;-30;;;;;10000.0;2305.0
-1;110400;KELP;2018;23;;;;;2021;-30;;;;;2019.5;2305.0
-1;110500;RAINFOREST_RESIN;9995;21;;;;;10005;-21;;;;;10000.0;2329.0
-1;110500;KELP;2018;21;;;;;2022;-21;;;;;2020.0;2329.0
-1;110600;RAINFOREST_RESIN;10002;0;9995;28;;;10005;-28;;;;;10003.5;2465.5
-1;110600;KELP;2020;0;2018;28;;;2022;-28;;;;;2021.0;2465.5
-1;110700;RAINFOREST_RESIN;9998;3;9996;2;9995;24;10004;-2;10005;-24;;;10001.0;2388.0
-1;110700;KELP;2020;0;2018;26;;;2021;-2;2022;-24;;;2020.5;2388.0
-1;110800;RAINFOREST_RESIN;9995;30;;;;;10005;-30;;;;;10000.0;2345.0
-1;110800;KELP;2018;30;;;;;2022;-30;;;;;2020.0;2345.0
-1;110900;RAINFOREST_RESIN;9995;24;;;;;10005;-24;;;;;10000.0;2345.0
-1;110900;KELP;2018;24;;;;;2022;-24;;;;;2020.0;2345.0
-1;111000;RAINFOREST_RESIN;9996;2;9995;22;;;9998;-2;10004;-2;10005;-22;9997.0;2346.0
-1;111000;KELP;2021;0;2019;24;;;2022;-24;;;;;2021.5;2346.0
-1;111100;RAINFOREST_RESIN;9996;2;9995;25;;;9998;-8;10004;-2;10005;-25;9997.0;2307.5
-1;111100;KELP;2019;27;;;;;2022;-27;;;;;2020.5;2307.5
-1;111200;RAINFOREST_RESIN;9996;1;9995;21;;;10004;-1;10005;-21;;;10000.0;2372.0
-1;111200;KELP;2019;22;;;;;2021;-1;2022;-22;;;2020.0;2372.0
-1;111300;RAINFOREST_RESIN;9996;1;9995;29;;;9998;-6;10004;-1;10005;-29;9997.0;2306.0
-1;111300;KELP;2019;31;;;;;2022;-30;;;;;2020.5;2306.0
-1;111400;RAINFOREST_RESIN;9996;1;9995;23;;;10004;-1;10005;-23;;;10000.0;2393.0
-1;111400;KELP;2019;24;;;;;2022;-24;;;;;2020.5;2393.0
-1;111500;RAINFOREST_RESIN;9996;1;9995;21;;;10004;-1;10005;-21;;;10000.0;2420.5
-1;111500;KELP;2021;0;2019;28;;;2022;-22;;;;;2021.5;2420.5
-1;111600;RAINFOREST_RESIN;9996;2;9995;30;;;10004;-2;10005;-30;;;10000.0;2393.5
-1;111600;KELP;2019;39;;;;;2022;-32;;;;;2020.5;2393.5
-1;111700;RAINFOREST_RESIN;9996;2;9995;20;;;10004;-2;10005;-20;;;10000.0;2395.0
-1;111700;KELP;2019;24;;;;;2022;-22;;;;;2020.5;2395.0
-1;111800;RAINFOREST_RESIN;9995;22;;;;;10005;-22;;;;;10000.0;2395.0
-1;111800;KELP;2019;28;;;;;2022;-22;;;;;2020.5;2395.0
-1;111900;RAINFOREST_RESIN;9996;2;9995;20;;;10002;-5;10004;-2;10005;-20;9999.0;2366.0
-1;111900;KELP;2019;22;;;;;2022;-22;;;;;2020.5;2366.0
-1;112000;RAINFOREST_RESIN;9996;2;9995;24;;;10004;-2;10005;-24;;;10000.0;2353.0
